Date,Open,High,Low,Close,Adj Close,Volume
2018-12-28,19.818361,20.173006,19.484579,19.964392,19.848150,26938110
2018-12-31,20.047836,20.193867,19.693193,19.797501,19.682228,17928149
2019-01-01,19.860085,20.047836,19.609747,19.797501,19.682228,14059822
2019-01-02,19.901808,19.901808,18.942181,19.296825,19.184471,18700198
2019-01-03,19.317686,19.401133,18.837873,18.921320,18.811152,12843836
2019-01-04,18.900457,19.004766,18.462368,18.858734,18.748930,17080657
2019-01-07,19.129934,19.129934,18.420645,18.545815,18.437830,12729860
2019-01-08,18.545815,19.150797,18.191170,19.004766,18.894112,22610802
2019-01-09,19.192518,19.192518,18.316338,18.608398,18.500051,18826505
2019-01-10,18.691845,18.754429,18.086863,18.232891,18.126732,12768518
2019-01-11,18.274614,18.358061,17.982555,18.170307,18.064510,11262969
2019-01-14,18.212030,18.253754,17.461020,17.899111,17.794893,11744101
2019-01-15,18.066002,20.444204,17.961695,19.609747,19.495571,77148789
2019-01-16,19.818361,20.068699,18.775290,18.921320,18.811152,31541748
2019-01-17,19.025627,19.296825,18.378923,18.670982,18.562273,20288406
2019-01-18,18.775290,18.879597,18.191170,18.545815,18.437830,14317405
2019-01-21,18.524954,18.983904,18.191170,18.358061,18.251171,17846515
2019-01-22,18.337200,18.358061,17.899111,18.212030,18.105991,13933268
2019-01-23,18.212030,18.462368,17.940832,18.024279,17.919333,12687435
2019-01-24,18.045139,19.442856,17.836525,18.921320,18.811152,28059749
2019-01-25,18.817013,19.505440,17.607050,17.690495,17.587492,40393506
2019-01-28,17.794802,18.066002,16.459671,16.668285,16.571234,27186798
2019-01-29,16.459671,16.689146,16.084166,16.292780,16.197916,20500966
2019-01-30,16.376225,17.085514,15.917273,16.146749,16.052734,23858839
2019-01-31,16.230194,16.480532,15.500045,16.084166,15.990516,28422267
2019-02-01,16.292780,16.772593,15.500045,15.854689,15.762375,21197898
2019-02-04,15.854689,16.021582,15.020232,15.082816,14.994997,21464438
2019-02-05,14.895063,15.124539,13.601654,13.768546,13.688378,30115799
2019-02-06,13.768546,15.145400,13.205287,14.206636,14.123919,37488737
2019-02-07,14.227497,15.437460,13.893714,14.290082,14.206879,33045725
2019-02-08,14.269220,14.394389,13.664239,13.768546,13.688378,16446324
2019-02-11,13.935437,14.185774,13.476486,13.622516,13.543199,12546436
2019-02-12,13.413901,14.519557,13.372178,13.956299,13.875037,33232450
2019-02-14,14.352666,15.020232,13.831130,14.832479,14.746117,24556076
2019-02-15,16.313641,17.398436,15.291430,16.459671,16.363834,88803429
2019-02-18,16.689146,16.876900,15.437460,15.583490,15.492756,24682397
2019-02-19,15.646075,15.854689,15.270569,15.416599,15.326836,13433894
2019-02-20,15.437460,15.917273,15.061955,15.729520,15.637936,27373832
2019-02-21,15.729520,15.854689,15.228846,15.291430,15.202395,19499029
2019-02-22,15.312292,15.437460,14.811617,14.915925,14.829078,21377380
2019-02-25,14.999370,15.228846,14.644726,14.874202,14.787597,11805600
2019-02-26,14.603003,14.936786,14.081467,14.623864,14.538717,16454432
2019-02-27,14.769895,15.646075,14.707310,15.103677,15.015736,32066226
2019-02-28,15.187123,15.625213,14.603003,14.999370,14.912036,27208820
2019-03-01,15.082816,15.354015,14.853340,15.124539,15.036477,21300067
2019-03-05,15.145400,16.876900,14.978509,16.438808,16.343094,63138491
2019-03-06,16.751732,18.524954,16.376225,17.669634,17.566751,67838281
2019-03-07,17.669634,17.732218,16.793453,16.918621,16.820112,20143229
2019-03-08,16.876900,16.876900,16.292780,16.438808,16.343094,12718751
2019-03-11,16.480532,18.900457,16.480532,18.274614,18.168209,91887028
2019-03-12,18.691845,19.338549,18.149446,18.483231,18.375610,52280417
2019-03-13,18.524954,18.524954,17.440159,18.066002,17.960814,39589386
2019-03-14,18.066002,19.192518,18.066002,18.983904,18.873369,43033063
2019-03-15,19.275965,19.442856,17.857388,18.295477,18.188951,35530635
2019-03-18,18.316338,18.712706,17.836525,18.086863,17.981552,12797658
2019-03-19,18.149446,18.483231,17.815664,18.086863,17.981552,15869911
2019-03-20,17.940832,18.712706,17.711357,18.337200,18.230433,22172876
2019-03-22,18.399784,18.942181,17.753080,17.940832,17.836372,22716183
2019-03-25,17.586187,17.586187,16.918621,17.252405,17.151953,23241032
2019-03-26,17.523603,17.732218,17.189821,17.523603,17.421572,11716193
2019-03-27,17.773941,17.857388,17.231544,17.377575,17.276396,15046283
2019-03-28,17.398436,17.794802,17.189821,17.586187,17.483791,17534686
2019-04-01,18.128586,18.378923,17.794802,18.003416,17.898592,11213083
2019-04-02,18.149446,18.212030,17.419296,17.565327,17.463055,9379683
2019-04-03,17.607050,18.045139,17.273268,17.356712,17.255651,11931119
2019-04-04,17.356712,17.461020,17.002068,17.106375,17.006773,13165947
2019-04-05,17.210682,17.794802,17.106375,17.502743,17.400833,12095455
2019-04-08,17.586187,17.690495,17.043791,17.168959,17.068993,11079648
2019-04-09,17.210682,17.565327,17.043791,17.314989,17.214172,9248523
2019-04-10,17.314989,19.150797,17.252405,18.817013,18.707451,48927339
2019-04-11,19.234241,19.317686,18.504091,18.796150,18.686710,27610700
2019-04-12,18.858734,20.360760,18.608398,19.672331,19.557789,73716827
2019-04-15,19.818361,22.196566,19.818361,21.382969,21.258467,79590462
2019-04-16,21.841921,22.050535,20.569372,21.570723,21.445126,64660664
2019-04-18,21.654167,22.342594,20.777987,20.882296,20.760708,37467640
2019-04-22,20.777987,21.049187,19.714054,19.839224,19.723709,20260213
2019-04-23,19.672331,19.734917,17.982555,18.191170,18.085251,39654283
2019-04-24,18.212030,19.734917,18.212030,19.380272,19.267429,29885283
2019-04-25,19.588886,20.006113,18.858734,19.088211,18.977068,25878734
2019-04-26,19.192518,19.359409,18.441507,18.712706,18.603750,13723996
2019-04-30,18.358061,18.566675,17.252405,17.377575,17.276396,20180017
2019-05-02,17.377575,18.316338,17.377575,17.773941,17.670452,17535535
2019-05-03,17.836525,18.691845,17.523603,18.107723,18.002291,18673299
2019-05-06,16.960344,18.566675,16.689146,18.149446,18.043772,28808034
2019-05-07,18.337200,18.775290,17.607050,17.794802,17.691191,17779609
2019-05-08,17.398436,18.149446,17.398436,17.627911,17.525270,11685011
2019-05-09,17.627911,18.003416,17.419296,17.711357,17.608231,14600492
2019-05-10,17.794802,18.545815,17.732218,18.024279,17.919333,15941433
2019-05-13,18.149446,18.358061,17.314989,17.461020,17.359354,13797882
2019-05-14,17.419296,18.107723,17.419296,17.940832,17.836372,11761078
2019-05-15,18.024279,18.900457,17.627911,17.711357,17.608231,20943222
2019-05-16,17.732218,18.086863,17.502743,17.669634,17.566751,11675288
2019-05-17,17.857388,18.149446,17.627911,17.794802,17.691191,9416536
2019-05-20,18.358061,19.568024,18.253754,19.109074,18.997810,23752799
2019-05-21,19.150797,19.192518,18.358061,18.900457,18.790409,10675965
2019-05-22,18.775290,19.401133,18.462368,19.129934,19.018551,11074818
2019-05-23,19.797501,19.839224,18.608398,18.733566,18.624489,11684530
2019-05-24,18.775290,19.463717,18.733566,19.234241,19.122250,10373855
2019-05-27,19.109074,19.860085,18.879597,19.630610,19.516312,18976584
2019-05-28,19.818361,21.195215,19.734917,20.360760,20.242208,42781422
2019-05-29,20.527651,20.694542,19.672331,20.110422,19.993330,10907150
2019-05-30,20.068699,21.612446,19.609747,21.132631,21.009586,30268526
2019-05-31,21.695890,21.695890,19.025627,19.275965,19.163733,58631001
2019-06-03,19.296825,19.672331,18.858734,19.296825,19.184471,13087132
2019-06-04,19.129934,19.755777,19.025627,19.129934,19.018551,11154707
2019-06-06,19.275965,19.275965,18.316338,18.837873,18.728191,10816723
2019-06-07,18.796150,20.527651,18.483231,19.901808,19.785931,29496764
2019-06-10,20.026976,20.214729,18.670982,18.754429,18.645233,13269955
2019-06-11,18.942181,20.256453,18.587538,19.734917,19.620010,19785533
2019-06-12,19.755777,19.922668,18.983904,19.234241,19.122250,14261618
2019-06-13,19.171658,19.192518,18.524954,19.046488,18.935591,14038558
2019-06-14,19.046488,19.797501,18.900457,19.317686,19.205208,14785692
2019-06-17,19.192518,19.192518,18.399784,18.524954,18.417093,18405101
2019-06-18,18.358061,18.566675,17.648771,18.149446,18.043772,29019549
2019-06-19,18.524954,18.775290,17.899111,18.232891,18.126732,16604491
2019-06-20,17.961695,19.296825,17.961695,19.171658,19.060030,20656418
2019-06-21,19.129934,19.714054,18.420645,18.837873,18.728191,23901621
2019-06-24,18.441507,18.983904,18.045139,18.524954,18.417093,8324705
2019-06-25,18.358061,19.401133,18.149446,19.046488,18.935591,18563764
2019-06-26,19.150797,19.818361,18.817013,19.255102,19.142988,31223151
2019-06-27,19.171658,19.359409,18.295477,18.441507,18.334133,24871080
2019-06-28,18.608398,18.983904,18.274614,18.441507,18.334133,47451968
2019-07-01,18.399784,19.192518,18.358061,18.587538,18.479311,10665451
2019-07-02,18.545815,18.775290,18.399784,18.524954,18.417093,5373873
2019-07-03,18.504091,18.691845,18.316338,18.441507,18.334133,8986122
2019-07-04,18.566675,18.712706,18.462368,18.545815,18.437830,3784373
2019-07-05,18.629259,18.691845,18.107723,18.191170,18.085251,4392512
2019-07-08,17.940832,18.107723,17.461020,17.544464,17.442312,5199930
2019-07-09,17.356712,17.690495,17.314989,17.544464,17.442312,2407257
2019-07-10,17.565327,18.024279,17.461020,17.544464,17.442312,2852874
2019-07-11,17.857388,18.358061,17.544464,17.836525,17.732674,5254806
2019-07-12,17.627911,18.066002,17.627911,17.773941,17.670452,3093668
2019-07-15,17.773941,17.940832,17.544464,17.648771,17.546011,1837608
2019-07-16,17.607050,18.045139,17.398436,17.899111,17.794893,4537521
2019-07-17,18.024279,18.024279,17.607050,17.794802,17.691191,2004466
2019-07-18,17.794802,17.794802,17.461020,17.523603,17.421572,1853252
2019-07-19,17.565327,17.711357,17.273268,17.461020,17.359354,2237715
2019-07-22,17.440159,17.481880,16.939484,17.148098,17.048256,2995791
2019-07-23,17.148098,17.273268,16.981207,17.106375,17.006773,1855649
2019-07-24,17.106375,17.314989,16.814316,16.960344,16.861593,3374756
2019-07-25,17.002068,17.106375,16.647425,16.960344,16.861593,3614001
2019-07-26,17.022928,17.919971,16.751732,17.294128,17.193434,6375590
2019-07-29,17.461020,17.690495,17.085514,17.314989,17.214172,2584743
2019-07-30,17.440159,17.523603,16.793453,16.960344,16.861593,5469873
2019-07-31,16.835176,17.523603,16.563978,17.273268,17.172693,6519501
2019-08-01,17.314989,17.377575,16.689146,16.856037,16.757893,3469181
2019-08-02,16.480532,16.856037,16.480532,16.689146,16.591976,2499952
2019-08-05,16.480532,17.022928,13.601654,16.146749,16.052734,9119052
2019-08-06,16.105026,17.878248,15.771243,17.189821,17.089731,7593658
2019-08-07,17.168959,17.732218,16.793453,16.960344,16.861593,2637292
2019-08-08,16.918621,17.377575,16.522255,17.210682,17.110472,5109766
2019-08-09,17.523603,18.650122,17.523603,18.441507,18.334133,34928745
2019-08-13,18.524954,18.608398,17.648771,17.773941,17.670452,1901815
2019-08-14,17.794802,18.358061,17.586187,18.045139,17.940069,5413729
2019-08-16,18.024279,18.045139,17.607050,18.003416,17.898592,1868105
2019-08-19,18.149446,18.316338,17.523603,17.627911,17.525270,2175502
2019-08-20,17.732218,17.836525,17.377575,17.607050,17.504534,2041041
2019-08-21,17.690495,17.690495,16.605701,17.022928,16.923811,3376594
2019-08-22,17.022928,17.022928,16.522255,16.626562,16.529755,2221194
2019-08-23,16.480532,17.106375,16.313641,16.626562,16.529755,4702665
2019-08-26,16.897760,17.064651,16.480532,16.689146,16.591976,2450735
2019-08-27,16.689146,17.022928,16.584839,16.730869,16.633455,1931679
2019-08-28,16.772593,16.876900,16.355364,16.647425,16.550495,1565177
2019-08-29,16.480532,16.710009,16.397085,16.543116,16.446795,4525376
2019-08-30,16.563978,17.461020,16.522255,16.939484,16.840853,4550478
2019-09-03,16.563978,16.710009,16.417948,16.480532,16.384573,4242917
2019-09-04,16.480532,16.647425,16.313641,16.397085,16.301613,7006857
2019-09-05,16.397085,16.856037,16.397085,16.584839,16.488274,1586755
2019-09-06,16.626562,16.730869,16.313641,16.438808,16.343094,2901967
2019-09-09,16.522255,16.605701,16.271917,16.376225,16.280872,8078471
2019-09-11,16.417948,17.085514,16.355364,16.647425,16.550495,6923929
2019-09-12,16.814316,17.106375,16.522255,16.710009,16.612717,5746019
2019-09-13,17.002068,17.419296,16.730869,17.064651,16.965292,5466606
2019-09-16,16.668285,17.022928,16.668285,16.772593,16.674932,3202215
2019-09-17,16.689146,16.981207,16.355364,16.543116,16.446795,3156808
2019-09-18,16.501392,16.689146,16.313641,16.480532,16.384573,1939890
2019-09-19,16.459671,16.647425,16.292780,16.459671,16.363834,1504419
2019-09-20,16.459671,17.022928,16.313641,16.793453,16.695673,6226173
2019-09-23,16.835176,17.106375,16.563978,16.730869,16.633455,2393061
2019-09-24,16.689146,16.793453,16.605701,16.710009,16.612717,1722726
2019-09-25,16.647425,17.064651,16.438808,16.584839,16.488274,1849935
2019-09-26,16.710009,16.710009,16.480532,16.543116,16.446795,955782
2019-09-27,16.563978,18.149446,16.543116,17.565327,17.463055,21066994
2019-09-30,17.168959,17.440159,16.480532,16.835176,16.737152,16243214
2019-10-01,16.772593,17.189821,16.480532,16.668285,16.571234,4406533
2019-10-03,16.563978,16.981207,16.438808,16.626562,16.529755,3541647
2019-10-04,16.543116,16.835176,16.376225,16.584839,16.488274,4627045
2019-10-07,16.522255,16.689146,16.230194,16.605701,16.509014,6669316
2019-10-09,16.480532,16.772593,16.397085,16.605701,16.509014,2667419
2019-10-10,16.480532,16.689146,16.334501,16.563978,16.467535,1651593
2019-10-11,16.563978,16.772593,16.334501,16.689146,16.591976,2352930
2019-10-14,16.647425,17.168959,16.480532,16.543116,16.446795,2676493
2019-10-15,16.522255,16.689146,16.230194,16.417948,16.322353,2862912
2019-10-16,16.355364,16.710009,16.334501,16.522255,16.426054,5562810
2019-10-17,16.501392,17.732218,16.480532,17.189821,17.089731,5101847
2019-10-18,16.835176,17.711357,16.835176,17.586187,17.483791,3478610
2019-10-22,17.586187,18.295477,17.523603,17.857388,17.753412,4765015
2019-10-23,17.690495,18.358061,17.690495,18.212030,18.105991,5186091
2019-10-24,18.149446,19.526300,18.149446,19.109074,18.997810,11092121
2019-10-25,19.025627,19.943529,18.837873,19.714054,19.599270,15742002
2019-10-27,19.943529,20.110422,19.004766,19.171658,19.060030,3532664
2019-10-29,18.817013,19.401133,17.607050,18.983904,18.873369,8194662
2019-10-30,18.775290,19.380272,18.608398,19.046488,18.935591,6292271
2019-10-31,18.733566,20.235590,18.712706,19.192518,19.080770,10192736
2019-11-01,19.192518,19.463717,18.879597,18.983904,18.873369,2154037
2019-11-04,18.983904,19.609747,18.983904,19.046488,18.935591,3415148
2019-11-05,19.171658,19.380272,18.608398,19.046488,18.935591,4097031
2019-11-06,18.817013,19.609747,18.712706,19.234241,19.122250,4251229
2019-11-07,19.088211,19.296825,18.775290,19.234241,19.147137,2617972
2019-11-08,18.900457,19.693193,18.900457,19.442856,19.354807,4910153
2019-11-11,19.213381,19.421993,18.837873,19.004766,18.918701,1725106
2019-11-13,18.879597,19.192518,18.504091,18.879597,18.794098,4820919
2019-11-14,18.900457,19.109074,18.566675,18.817013,18.731798,1832508
2019-11-15,18.691845,19.046488,18.545815,18.817013,18.731798,1746488
2019-11-18,18.608398,18.775290,18.107723,18.420645,18.337225,2928914
2019-11-19,18.316338,18.963043,18.316338,18.608398,18.524128,2705581
2019-11-20,18.608398,18.712706,18.107723,18.441507,18.357994,1934732
2019-11-21,18.358061,21.070047,18.358061,20.465067,20.372389,21818196
2019-11-22,20.026976,21.695890,20.006113,20.965740,20.870794,17424866
2019-11-25,20.861433,22.113119,20.798849,21.508139,21.410736,12512385
2019-11-26,21.612446,21.821058,21.090908,21.487276,21.389967,5657684
2019-11-27,21.466415,22.175703,21.070047,21.424692,21.327669,8008886
2019-11-28,21.487276,21.779337,21.195215,21.341246,21.244600,10517997
2019-11-29,21.299522,21.800198,20.757126,21.341246,21.244600,4883175
2019-12-02,21.278662,21.675030,20.819710,21.195215,21.099230,7508381
2019-12-03,21.007463,21.487276,20.882296,21.174355,21.078465,11557729
2019-12-04,20.903156,21.633307,20.903156,21.195215,21.099230,3848493
2019-12-05,21.070047,21.487276,20.569372,20.861433,20.766958,10791796
2019-12-06,20.965740,21.403830,20.319036,20.506788,20.413921,4125996
2019-12-09,20.631956,20.631956,19.025627,19.401133,19.313271,4783467
2019-12-10,19.421993,19.880945,19.234241,19.609747,19.520943,6775112
2019-12-11,19.651470,19.776640,19.109074,19.380272,19.292505,7432952
2019-12-12,19.234241,19.672331,19.192518,19.442856,19.354807,4950532
2019-12-13,19.359409,19.609747,19.359409,19.547163,19.458641,7264553
2019-12-16,19.380272,19.943529,19.109074,19.693193,19.604012,4899919
2019-12-17,19.755777,20.068699,19.359409,19.672331,19.583242,3206503
2019-12-18,19.421993,19.839224,19.401133,19.547163,19.458641,2290973
2019-12-19,19.526300,19.818361,19.234241,19.442856,19.354807,5674300
2019-12-20,19.317686,19.943529,19.275965,19.672331,19.583242,8104970
2019-12-23,19.547163,19.672331,19.338549,19.526300,19.437874,4208687
2019-12-24,19.380272,19.839224,19.296825,19.463717,19.375572,2359737
2019-12-26,20.006113,23.343945,19.839224,22.989300,22.885189,64306155
2019-12-27,23.197914,23.677727,22.175703,22.384317,22.282946,20019362
2019-12-30,22.217426,23.948925,22.217426,23.489973,23.383596,21305975
2019-12-31,23.615143,23.969788,22.530348,22.926716,22.822889,26546703
2020-01-01,22.926716,23.051884,22.530348,22.572071,22.469851,4798438
2020-01-02,22.738962,23.114468,22.530348,22.822409,22.719053,8492462
2020-01-03,22.947577,23.031021,22.446901,22.592932,22.490616,3759425
2020-01-06,22.738962,23.990648,22.217426,23.364805,23.258993,28373251
2020-01-07,23.990648,24.199263,22.613794,22.843269,22.739819,12369097
2020-01-08,22.008812,23.573420,22.008812,22.467764,22.366016,9971026
2020-01-09,22.530348,22.926716,22.321733,22.530348,22.428316,3135117
2020-01-10,22.530348,23.031021,22.467764,22.592932,22.490616,4603969
2020-01-13,22.718102,23.156191,22.592932,23.051884,22.947491,7388590
2020-01-14,23.156191,24.282707,22.738962,24.011511,23.902771,10842104
2020-01-15,24.366154,25.367502,23.677727,25.075443,24.961885,12589443
2020-01-16,25.075443,25.450949,24.303570,24.428738,24.318108,7893966
2020-01-17,24.553907,24.741659,23.928064,24.178402,24.068907,3338157
2020-01-20,24.303570,24.449600,23.782034,23.844618,23.736635,1793680
2020-01-21,23.865480,24.616491,23.510836,24.178402,24.068907,5666386
2020-01-22,24.345293,24.658215,23.865480,24.303570,24.193508,2176355
2020-01-23,24.428738,24.720798,24.199263,24.366154,24.255808,3342833
2020-01-24,24.470461,24.887690,24.282707,24.345293,24.235043,2802410
2020-01-27,24.428738,24.637354,23.969788,24.115816,24.006603,1576528
2020-01-28,24.387014,25.555256,24.136679,24.720798,24.608847,10946055
2020-01-29,24.908550,25.200611,22.905853,24.240986,24.131208,5768992
2020-01-30,24.282707,24.366154,23.531696,23.907202,23.798935,3460083
2020-01-31,23.844618,24.324430,23.406528,24.136679,24.027370,2905279
2020-02-03,23.719450,23.719450,22.780685,23.323082,23.217461,3263196
2020-02-04,23.677727,24.199263,23.302221,23.802895,23.695099,3456615
2020-02-05,23.969788,24.157539,23.385668,23.802895,23.695099,1654150
2020-02-06,24.032372,24.178402,23.510836,23.698587,23.591265,1622637
2020-02-07,23.719450,24.533045,23.677727,24.324430,24.214275,4610035
2020-02-10,24.282707,24.512184,23.844618,23.948925,23.840469,1421716
2020-02-11,24.199263,24.699938,23.865480,24.157539,24.048140,2773869
2020-02-12,24.366154,24.574768,23.719450,23.886341,23.778168,1862331
2020-02-13,23.886341,24.053232,23.698587,23.969788,23.861237,1706040
2020-02-14,24.157539,24.240986,23.740311,23.928064,23.819704,2274337
2020-02-17,24.115816,24.136679,23.677727,23.886341,23.778168,1488869
2020-02-18,23.948925,24.053232,23.156191,23.719450,23.612032,2431577
2020-02-19,23.782034,24.032372,23.385668,23.615143,23.508198,1415990
2020-02-20,24.199263,24.825106,23.907202,24.512184,24.401176,5730495
2020-02-24,24.533045,24.741659,23.990648,24.220123,24.110439,2015268
2020-02-25,24.282707,24.595631,23.844618,24.157539,24.048140,2592127
2020-02-26,24.178402,24.366154,23.802895,23.948925,23.840469,1774103
2020-02-27,24.199263,24.366154,23.531696,23.907202,23.798935,2522657
2020-02-28,23.823757,24.115816,22.780685,23.636003,23.528963,4809707
2020-03-02,23.573420,24.199263,23.197914,23.343945,23.238228,3000769
2020-03-03,23.552559,23.761171,22.738962,23.510836,23.404364,3359704
2020-03-04,23.698587,23.698587,22.822409,23.072744,22.968256,2672867
2020-03-05,23.323082,23.865480,22.759825,23.239637,23.134394,4977567
2020-03-06,22.905853,22.905853,21.132631,21.821058,21.722239,3738053
2020-03-09,21.591583,21.654167,19.296825,19.609747,19.520943,2900375
2020-03-11,19.901808,20.840572,18.900457,19.359409,19.271738,6325473
2020-03-12,18.399784,18.733566,16.501392,17.148098,17.070442,6033894
2020-03-13,16.438808,18.775290,15.646075,17.690495,17.610380,4738578
2020-03-16,17.148098,17.148098,16.480532,16.584839,16.509731,1552882
2020-03-17,16.689146,17.064651,16.271917,16.376225,16.302061,4212646
2020-03-18,16.376225,17.148098,15.354015,15.458322,15.388316,6348748
2020-03-19,15.020232,15.312292,13.998021,14.206636,14.142300,2927794
2020-03-20,14.269220,15.479183,13.351317,13.747684,13.685425,17797410
2020-03-23,12.391691,13.226148,12.120492,12.287384,12.231738,1297983
2020-03-24,12.683751,12.850643,11.077421,11.432065,11.380294,5317407
2020-03-25,11.014836,12.558583,11.014836,12.558583,12.501710,2220640
2020-03-26,13.810269,13.810269,12.579444,13.810269,13.747727,496116
2020-03-27,15.187123,15.187123,12.892365,13.288733,13.228553,21849804
2020-03-30,11.974462,13.351317,11.974462,13.017534,12.958582,1169056
2020-03-31,13.726823,14.310943,12.934088,14.206636,14.142300,2471855
2020-04-01,14.978509,15.625213,13.977160,15.541768,15.471385,1851787
2020-04-03,16.689146,17.085514,15.854689,16.897760,16.821236,5877884
2020-04-07,17.899111,17.899111,16.355364,16.522255,16.447432,2428373
2020-04-08,16.584839,17.377575,14.874202,14.874202,14.806842,4803298
2020-04-09,13.956299,15.437460,13.455624,14.394389,14.329203,8873781
2020-04-13,14.686449,14.749033,14.081467,14.561280,14.495337,2020664
2020-04-15,14.790756,15.103677,14.248359,14.728172,14.661473,2919674
2020-04-16,14.978509,15.228846,14.561280,14.957647,14.889909,4261193
2020-04-17,15.187123,15.437460,14.874202,15.228846,15.159880,4056840
2020-04-20,15.270569,15.479183,14.769895,14.895063,14.827609,2152474
2020-04-21,15.207985,15.207985,14.436112,14.623864,14.557638,4144168
2020-04-22,14.456973,15.666936,14.456973,15.500045,15.429851,9122362
2020-04-23,15.041093,16.522255,15.041093,16.230194,16.156693,9531554
2020-04-24,15.646075,17.836525,15.646075,17.836525,17.755751,11247026
2020-04-27,19.568024,19.609747,18.775290,19.609747,19.520943,13101733
2020-04-28,20.590235,20.590235,18.629259,19.171658,19.084835,8304508
2020-04-29,19.317686,19.484579,18.337200,18.420645,18.337225,1015548
2020-04-30,18.754429,19.275965,17.982555,18.608398,18.524128,4706845
2020-05-04,18.149446,18.149446,17.690495,17.773941,17.693449,582385
2020-05-05,18.024279,18.212030,17.148098,17.669634,17.589613,463532
2020-05-06,17.314989,18.545815,17.189821,18.545815,18.461826,2757763
2020-05-07,18.754429,19.463717,18.608398,19.463717,19.375572,2858880
2020-05-08,20.277313,20.423344,19.901808,20.423344,20.330854,2778663
2020-05-11,21.070047,21.424692,19.630610,21.424692,21.327669,3833562
2020-05-12,21.904505,22.488625,21.549860,22.488625,22.386782,4427169
2020-05-13,23.573420,23.573420,22.154842,22.488625,22.386782,1333074
2020-05-14,22.321733,22.738962,21.445553,22.259150,22.158346,1013367
2020-05-15,22.300873,22.446901,21.236938,21.737614,21.639172,724125
2020-05-18,21.737614,22.113119,20.652819,20.652819,20.559290,1105048
2020-05-19,20.986603,21.070047,20.465067,20.548512,20.455456,237445
2020-05-20,20.736265,21.487276,20.026976,20.840572,20.746193,871977
2020-05-21,20.861433,21.049187,20.527651,20.673679,20.580055,486476
2020-05-22,21.070047,21.070047,20.131283,20.298174,20.206251,2092286
2020-05-26,20.444204,20.861433,19.651470,19.860085,19.770144,288704
2020-05-27,20.026976,20.444204,19.192518,20.089560,19.998581,581386
2020-05-28,20.339897,20.423344,19.839224,20.110422,20.019350,297664
2020-05-29,19.818361,21.111771,19.818361,21.111771,21.016163,2327167
2020-06-01,22.071396,22.071396,21.195215,21.528999,21.431501,748944
2020-06-02,21.528999,22.592932,20.861433,22.592932,22.490616,3642820
2020-06-03,22.926716,23.260498,21.925365,22.488625,22.386782,1423267
2020-06-04,22.738962,23.093607,21.862782,22.843269,22.739819,1808401
2020-06-05,23.031021,23.969788,22.697239,23.823757,23.715868,5339750
2020-06-08,23.573420,24.199263,22.759825,23.302221,23.196695,2672716
2020-06-09,23.302221,23.552559,22.843269,23.031021,22.926722,1525163
2020-06-10,23.343945,23.427389,22.759825,22.864132,22.760588,970786
2020-06-11,23.239637,23.239637,21.821058,22.175703,22.075277,944419
2020-06-12,21.320385,23.281359,21.278662,22.280010,22.179111,2410879
2020-06-15,21.946228,22.530348,21.946228,22.196566,22.096046,1191428
2020-06-16,22.509485,22.634655,21.946228,22.280010,22.179111,1240583
2020-06-17,22.071396,23.385668,22.029673,23.114468,23.009790,6096558
2020-06-18,23.364805,24.094955,23.239637,23.406528,23.300529,1957559
2020-06-19,24.094955,24.574768,23.531696,24.470461,24.359642,3875541
